,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
556,83489,63432005520,MIRA MESA HIGH,10510 MARAUDER WAY,SAN DIEGO,CA,92126,3275,(858) 566-2262,1,1,2425,SAN DIEGO,6073,USA,32.910727126,-117.141858675,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005520,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.miramesahigh.org,ELEMENTARY,2337,09,12,634320,88,10820536,-13040172.0582786,3883460.46858823
566,86060,63153002667,MESA VERDE MIDDLE,8375 ENTREKEN WAY,SAN DIEGO,CA,92129,4405,(858) 538-5478,1,1,1221,SAN DIEGO,6073,USA,32.9617663390001,-117.146699292,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153002667,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.powayusd.com/pusdmvms,HIGH,1170,06,08,631530,51,10814439,-13040710.9132982,3890230.18327946
568,86717,63432005412,BAKER ELEMENTARY,4041 T ST.,SAN DIEGO,CA,92113,1808,(619) 344-4800,1,1,409,SAN DIEGO,6073,USA,32.6984895100001,-117.107523346,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005412,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,392,KG,05,634320,17,10814298,-13036349.8669381,3855351.53260376
569,86889,63432005433,CHOLLAS/MEAD ELEMENTARY,401 N. 45TH ST.,SAN DIEGO,CA,92102,4732,(619) 362-3300,1,1,571,SAN DIEGO,6073,USA,32.7103279190001,-117.097635512,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005433,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/chollasmead,ELEMENTARY,546,KG,05,634320,25,10814338,-13035249.1582922,3856917.65724694
570,86895,63432005471,GREEN ELEMENTARY,7030 WANDERMERE PL.,SAN DIEGO,CA,92119,2969,(619) 460-5755,1,1,479,SAN DIEGO,6073,USA,32.7967509420001,-117.044762658,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005471,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://sandi.net/green,OTHER,460,KG,05,634320,19,10814374,-13029363.3791081,3868357.02062603
573,86989,63432005540,ROLANDO PARK ELEMENTARY,6620 MARLOWE DR.,SAN DIEGO,CA,92115,6740,(619) 344-3600,1,1,265,SAN DIEGO,6073,USA,32.747045535,-117.05474881,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005540,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,HIGH,253,KG,05,634320,12,NOT AVAILABLE,-13030475.0324637,3861776.41993084
575,87352,63153011133,STONE RANCH ELEMENTARY,16150 4S RANCH PKWY.,SAN DIEGO,CA,92127,4431,(858) 487-8474,1,1,839,SAN DIEGO,6073,USA,33.004603032,-117.117488798,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153011133,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.powayusd.com/pusdsres,ELEMENTARY,804,KG,05,631530,35,NOT AVAILABLE,-13037459.2159803,3895914.95484351
576,87696,63432005545,SANDBURG ELEMENTARY,11230 AVENIDA DEL GATO,SAN DIEGO,CA,92126,1235,(858) 566-0510,1,1,519,SAN DIEGO,6073,USA,32.9262028900001,-117.148984447,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005545,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/sandburg,ELEMENTARY,519,KG,05,634320,-999,10814495,-13040965.2955892,3885512.72293631
581,88105,63153010005,DEER CANYON ELEMENTARY,13455 RUSSET LEAF LN.,SAN DIEGO,CA,92129,4411,(858) 484-6064,1,1,428,SAN DIEGO,6073,USA,32.9636618500001,-117.142922086,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153010005,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusddces,HIGH,411,KG,05,631530,17,10801166,-13040290.4366496,3890481.67443222
586,89394,63432005526,MORSE HIGH,6905 SKYLINE DR.,SAN DIEGO,CA,92114,5928,(619) 262-0763,1,1,1861,SAN DIEGO,6073,USA,32.701143158,-117.047999285,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005526,1/29/2010 12:00:00 AM,IMAGERY/OTHER,10/21/2011 12:00:00 AM,http://morsehs.enschool.org,ELEMENTARY,1788,09,12,634320,73,10814450,-13029723.6787776,3855702.57045445
589,90107,63432005514,MARVIN ELEMENTARY,5720 BRUNSWICK AVE.,SAN DIEGO,CA,92120,1905,(619) 583-1355,1,1,538,SAN DIEGO,6073,USA,32.796287691,-117.068338227,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005514,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/7/2019 12:00:00 AM,http://www.sandi.net/marvin,ELEMENTARY,516,KG,05,634320,22,10814435,-13031987.7994444,3868295.67290361
590,90544,63432005541,ROOSEVELT INTERNATIONAL MIDDLE,3366 PARK BLVD.,SAN DIEGO,CA,92103,5299,(619) 362-3850,1,1,867,SAN DIEGO,6073,USA,32.7404584870001,-117.148134755,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005541,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://rooseveltmiddle.org,ELEMENTARY,825,06,08,634320,42,10801178,-13040870.7083084,3860904.62279209
591,90557,63432005525,MONTGOMERY MIDDLE,2470 ULRIC ST.,SAN DIEGO,CA,92111,6099,(858) 397-6600,1,1,440,SAN DIEGO,6073,USA,32.788579113,-117.172087555,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005525,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://montgomery.sandi.net,ELEMENTARY,419,06,08,634320,21,10814448,-13043537.1218075,3867274.88293122
593,90614,63432003952,KUMEYAAY ELEMENTARY,6475 ANTIGUA BLVD.,SAN DIEGO,CA,92124,4031,(858) 279-1022,1,1,411,SAN DIEGO,6073,USA,32.835770837,-117.090206784,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432003952,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,PREKINDERGARTEN,393,KG,05,634320,18,10814405,-13034422.196074,3873525.52215661
596,91121,60013811406,SAN DIEGO COUNTY ROP,6401 LINDA VISTA RD. RM. 408,SAN DIEGO,CA,92111,7319,(858) 292-3500,3,1,0,SAN DIEGO,6073,USA,32.770100707,-117.17956967,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060013811406,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sdcoe.net,MIDDLE,0,09,12,600138,-999,NOT AVAILABLE,-13044370.0270393,3864828.28442574
598,91615,63432002688,SCRIPPS RANCH HIGH,10410 FALCON WAY,SAN DIEGO,CA,92131,1126,(858) 302-3400,1,1,2126,SAN DIEGO,6073,USA,32.907734593,-117.112314709,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432002688,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://srhs.falcons.org,ELEMENTARY,2050,09,12,634320,76,NOT AVAILABLE,-13036883.2390275,3883063.66761632
599,91627,63432009437,MT. EVEREST ACADEMY,4350 MT. EVEREST BLVD.,SAN DIEGO,CA,92117,4847,(858) 496-8778,4,1,303,SAN DIEGO,6073,USA,32.819908173,-117.186596864,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432009437,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/mteverest,ELEMENTARY,291,KG,12,634320,12,10814451,-13045152.2906971,3871424.1098405
600,91636,63432005550,SESSIONS ELEMENTARY,2150 BERYL ST.,SAN DIEGO,CA,92109,3617,(858) 273-3111,1,1,442,SAN DIEGO,6073,USA,32.8091594970001,-117.232776007,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005550,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/sessions,MIDDLE,422,KG,05,634320,20,NOT AVAILABLE,-13050292.9293811,3870000.38825622
601,91725,63432008962,SAN DIEGO SCPA,2425 DUSK DR.,SAN DIEGO,CA,92139,2412,(619) 470-0555,1,1,1367,SAN DIEGO,6073,USA,32.6797756780001,-117.048594255,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432008962,10/13/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.scpa.sandi.net,HIGH,1313,06,12,634320,54,10801195,-13029789.9105351,3852876.26940851
602,91743,63153009425,BERNARDO HEIGHTS MIDDLE,12990 PASEO LUCIDO,SAN DIEGO,CA,92128,4479,(858) 485-4850,1,1,1513,SAN DIEGO,6073,USA,32.997746621,-117.065618385,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153009425,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.powayusd.com/pusdbhms,HIGH,1453,06,08,631530,60,NOT AVAILABLE,-13031685.0280179,3895004.86883973
603,91788,63432005545,SANDBURG ELEMENTARY,11230 AVENIDA DEL GATO,SAN DIEGO,CA,92126,1235,(858) 566-0510,1,1,533,SAN DIEGO,6073,USA,32.9262028900001,-117.148984447,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005545,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/sandburg,ELEMENTARY,512,KG,05,634320,21,10814495,-13040965.2955892,3885512.72293631
609,92409,63432005563,VALENCIA PARK ELEMENTARY,5880 SKYLINE DR.,SAN DIEGO,CA,92114,5599,(619) 344-3500,1,1,459,SAN DIEGO,6073,USA,32.7018667950001,-117.071321676,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005563,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://new.sandi.net/schools/valenciapark,ELEMENTARY,438,KG,05,634320,21,10814532,-13032319.9154678,3855798.2985931
610,92577,63432005442,CURIE ELEMENTARY,4080 GOVERNOR DR.,SAN DIEGO,CA,92122,2523,(858) 453-4184,1,1,544,SAN DIEGO,6073,USA,32.8552331120001,-117.202186738,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005442,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.curiepta.org,ELEMENTARY,544,KG,05,634320,-999,10814430,-13046887.7475323,3876104.30727162
612,93359,63699003955,CARMEL CREEK ELEMENTARY,4210 CARMEL CENTER RD.,SAN DIEGO,CA,92130,2480,(858) 794-4400,1,1,344,SAN DIEGO,6073,USA,32.951413245,-117.22570444,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699003955,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://sbsd.k12.ca.us/cc,HIGH,325,KG,03,636990,19,10814328,-13049505.7261436,3888856.65862045
616,93855,63153001203,ADOBE BLUFFS ELEMENTARY,8707 ADOBE BLUFFS DR.,SAN DIEGO,CA,92129,4448,(858) 538-8403,1,1,497,SAN DIEGO,6073,USA,32.9733193230001,-117.141034303,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153001203,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.powayusd.com/pusdabes,ELEMENTARY,475,KG,05,631530,22,NOT AVAILABLE,-13040080.2896073,3891763.08500511
617,93977,63432005502,LINDBERGH/SCHWEITZER ELEMENTARY,4133 MT. ALBERTINE AVE.,SAN DIEGO,CA,92111,3128,(858) 605-1350,1,1,283,SAN DIEGO,6073,USA,32.819260005,-117.170513012,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005502,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://sandi.net/lindberghschweitzer,ELEMENTARY,269,KG,06,634320,14,10814421,-13043361.8444825,3871338.25152408
618,93995,63432007838,UNIVERSITY CITY HIGH,6949 GENESEE AVE.,SAN DIEGO,CA,92122,2455,(858) 457-3040,1,1,1799,SAN DIEGO,6073,USA,32.8606992520001,-117.20538558,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007838,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.universitycityhigh.org,HIGH,1799,09,12,634320,-999,10801217,-13047243.8409949,3876828.68202307
619,94252,63153013729,DESIGN 39 CAMPUS,17050 DEL SUR RIDGE RD.,SAN DIEGO,CA,92127,4463,(858) 679-6639,1,1,1247,SAN DIEGO,6073,USA,33.017958644,-117.122573272,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153013729,1/5/2016 12:00:00 AM,IMAGERY/OTHER,1/15/2016 12:00:00 AM,http://www.powayusd.com/pusddesign39/,ELEMENTARY,1197,KG,08,631530,50,NOT AVAILABLE,-13038025.2170369,3897687.91569181
621,94328,63432008304,GARFIELD ELEMENTARY,4487 OREGON ST.,SAN DIEGO,CA,92116,3018,(619) 362-4300,1,1,264,SAN DIEGO,6073,USA,32.758682488,-117.134082371,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432008304,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,253,KG,05,634320,11,NOT AVAILABLE,-13039306.4040771,3863316.73057065
623,94330,63432005416,BAY PARK ELEMENTARY,2433 DENVER ST.,SAN DIEGO,CA,92110,3338,(619) 276-1471,1,1,541,SAN DIEGO,6073,USA,32.7873771020001,-117.203526057,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005416,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/baypark,ELEMENTARY,521,KG,05,634320,20,10814302,-13047036.8398414,3867115.7174781
628,94695,63738006316,GODFREY G. BERRY ELEMENTARY,2001 RIMBEY ST.,SAN DIEGO,CA,92154,3032,(619) 628-3500,1,1,446,SAN DIEGO,6073,USA,32.5673759580001,-117.091002187,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006316,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,446,KG,06,637380,-999,NOT AVAILABLE,-13034510.7399309,3838020.1448131
630,95045,63432005543,ROWAN ELEMENTARY,1755 ROWAN ST.,SAN DIEGO,CA,92105,5631,(619) 344-3400,1,1,223,SAN DIEGO,6073,USA,32.724000737,-117.112063897,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005543,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,213,KG,05,634320,10,10814491,-13036855.3187634,3858726.71784006
635,95894,63432007317,KIMBROUGH ELEMENTARY,321 HOITT ST.,SAN DIEGO,CA,92102,3132,(619) 525-2010,1,1,334,SAN DIEGO,6073,USA,32.7096376310001,-117.131836315,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007317,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,320,KG,05,634320,14,NOT AVAILABLE,-13039056.3742669,3856826.33208787
637,95978,63432013144,HOME & HOSP/TRANSITION SUPPORT,4100 NORMAL ST. ANNEX 14,SAN DIEGO,CA,92103,NOT AVAILABLE,(619) 344-6435,1,1,76,SAN DIEGO,6073,USA,32.7546579900001,-117.147596806,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432013144,5/8/2015 12:00:00 AM,IMAGERY/OTHER,5/27/2015 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,57,KG,12,634320,19,NOT AVAILABLE,-13040810.8240996,3862784.010192
639,96711,63432005532,PACIFIC BEACH MIDDLE,4676 INGRAHAM ST.,SAN DIEGO,CA,92109,3192,(858) 221-5600,1,1,704,SAN DIEGO,6073,USA,32.801805368,-117.242271801,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005532,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://pbmiddle.sandi.net,MIDDLE,672,06,08,634320,32,10814464,-13051349.9963339,3869026.39240254
642,96911,63432011146,KEARNY SCHOOL OF BIOMEDICAL SCIENCE AND TECHNOLOGY,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 221-5300,1,1,384,SAN DIEGO,6073,USA,32.799786898,-117.160413505,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011146,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandiegounified.org/schools/kearny-high-school-science-connections-a,MIDDLE,372,09,12,634320,12,10787800,-13042237.572506,3868759.07620914
643,96919,63432005442,CURIE ELEMENTARY,4080 GOVERNOR DR.,SAN DIEGO,CA,92122,2523,(858) 221-5500,1,1,577,SAN DIEGO,6073,USA,32.8552331120001,-117.202186738,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005442,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://curie.sandiegounified.org,ELEMENTARY,556,KG,05,634320,21,10814430,-13046887.7475323,3876104.30727162
645,96975,63432005454,EUCLID ELEMENTARY,4166 EUCLID AVE.,SAN DIEGO,CA,92105,1910,(619) 344-5600,1,1,468,SAN DIEGO,6073,USA,32.7523818220001,-117.092641562,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005454,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,447,KG,05,634320,21,10814359,-13034693.2343211,3862482.72586124
646,97016,63432005510,MANN MIDDLE,4345 54TH ST.,SAN DIEGO,CA,92115,5336,(619) 560-4460,1,1,862,SAN DIEGO,6073,USA,32.756079691,-117.078900026,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005510,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/mann,MIDDLE,824,06,08,634320,38,10814432,-13033163.5335309,3862972.19714779
647,97050,63432005505,LONGFELLOW K-8,5055 JULY ST.,SAN DIEGO,CA,92110,1114,(619) 276-4206,1,1,698,SAN DIEGO,6073,USA,32.7834780910001,-117.188984892,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005505,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandiegounified.org/schools/logan,ELEMENTARY,671,KG,08,634320,27,10814426,-13045418.1247581,3866599.44095591
648,97060,63432005534,PENN ELEMENTARY,2797 UTICA DR.,SAN DIEGO,CA,92139,3843,(619) 430-1700,1,1,383,SAN DIEGO,6073,USA,32.673919955,-117.047248034,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005534,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/penn,ELEMENTARY,364,KG,05,634320,19,10814474,-13029640.0498989,3852101.84427661
651,97739,63432005506,PERKINS K-8,1770 MAIN ST.,SAN DIEGO,CA,92113,2104,(619) 344-5300,1,1,439,SAN DIEGO,6073,USA,32.7008149170001,-117.148382766,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005506,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,419,KG,08,634320,20,10814475,-13040898.3167666,3855659.14852498
653,97832,63432005419,BELL MIDDLE,620 BRIARWOOD RD.,SAN DIEGO,CA,92139,1399,(619) 430-1000,1,1,819,SAN DIEGO,6073,USA,32.6885187350001,-117.038070309,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005419,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.sandi.net/bell,NOT REPORTED,783,06,08,634320,36,10787805,-13028618.3902252,3854032.6418088
656,98055,63432012239,MEMORIAL SCHOLARS & ATHLETES,2850 LOGAN AVE.,SAN DIEGO,CA,92113,2412,(619) 344-4350,1,2,-999,SAN DIEGO,6073,USA,32.6973925280001,-117.132645221,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432012239,9/30/2011 12:00:00 AM,IMAGERY,9/30/2011 12:00:00 AM,http://sandi.net/memorialprep,OTHER,-999,M,M,634320,-999,NOT AVAILABLE,-13039146.4212709,3855206.42137863
657,98180,60162712261,INNOVATIONS ACADEMY,10380 SPRING CANYON RD.,SAN DIEGO,CA,92131,3699,(858) 271-1414,1,1,385,SAN DIEGO,6073,USA,32.935348676,-117.095624536,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162712261,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/9/2021 12:00:00 AM,http://innovationsacademy.org,ELEMENTARY,385,KG,08,601627,-999,NOT AVAILABLE,-13035025.2974679,3886725.72221974
659,98360,60180910636,SAN DIEGO COOPERATIVE CHARTER,7260 LINDA VISTA RD.,SAN DIEGO,CA,92111,6128,(858) 496-1613,1,1,649,SAN DIEGO,6073,USA,32.791380836,-117.167754217,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060180910636,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/9/2021 12:00:00 AM,http://www.sdccs.org,ELEMENTARY,649,KG,08,601809,-999,NOT AVAILABLE,-13043054.7368279,3867645.88415151
660,98403,63432005560,TOLER ELEMENTARY,3350 BAKER ST.,SAN DIEGO,CA,92117,6017,(858) 273-0294,1,1,229,SAN DIEGO,6073,USA,32.8014925800001,-117.210289407,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005560,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/toler,MIDDLE,219,KG,05,634320,10,10814527,-13047789.7325195,3868984.96790795
661,98404,63432005459,FLETCHER ELEMENTARY,7666 BOBOLINK WAY,SAN DIEGO,CA,92123,3701,(858) 496-8100,1,1,151,SAN DIEGO,6073,USA,32.7853411310001,-117.159475846,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005459,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,OTHER,144,KG,05,634320,7,10814363,-13042133.1927835,3866846.12730914
664,98407,63432007838,UNIVERSITY CITY HIGH,6949 GENESEE AVE.,SAN DIEGO,CA,92122,2455,(858) 605-2800,1,1,1810,SAN DIEGO,6073,USA,32.8606992520001,-117.20538558,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007838,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.universitycityhigh.org,HIGH,1742,09,12,634320,68,10801217,-13047243.8409949,3876828.68202307
666,98445,60189611766,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,458 26TH ST.,SAN DIEGO,CA,92102,1718,(619) 795-1190,1,1,600,SAN DIEGO,6073,USA,32.709860468,-117.13856639,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060189611766,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/9/2021 12:00:00 AM,http://www.aeacs.org,MIDDLE,600,06,08,601896,-999,NOT AVAILABLE,-13039805.5627889,3856855.81336403
